trip,trip_time_ms,k_ibr,kappa_n,model,ddr
False,,0.3870909204802175,,none,0.0025831049490956624
False,,0.7464403213008554,,none,0.0041138259597983074
False,,1.0415105841526149,,none,0.029462511047128114
False,,1.10562085973606,,none,0.016475819805336963
False,,0.2250534670652457,,none,0.07109893934327709
False,,1.1687936111756398,,none,0.16698977749315078
False,,0.6932578257679528,,none,0.02590123193921104
False,,0.7999799893139214,,none,0.003268115892940431
False,,1.128987318689096,,none,0.09065186024125359
False,,0.7795666896601623,,none,0.0046569890368721905
False,,1.3989880480590098,,none,0.0653017172644738
False,,0.30799210179011427,,none,0.11019402640336988
False,,0.05569738706859757,,none,0.06059728333159601
False,,0.7308588546322063,,none,0.07229088824413664
False,,0.9561794175827226,,none,0.06565456930666129
False,,1.2029585465213175,,none,0.057265267738000884
False,,0.350922259025425,,none,0.052348717310055824
False,,1.0553675116857717,,none,0.0714335502803013
False,,0.3581252800993502,,none,0.0822785943305811
False,,0.31863086874806706,,none,0.030301496530693247
False,,1.4641511991830418,,none,0.032313804711525645
False,,1.119239952501999,,none,0.01615542406918261
False,,0.1004874436589047,,none,0.03635588465204991
False,,1.2236772561526779,,none,0.005548101550628319
False,,0.6268320732675784,,none,0.09052635147760663
False,,0.7253894773869034,,none,0.09879822555894138
False,,0.8724278618220234,,none,0.01792141139899545
False,,0.2747117827697612,,none,0.07992365352671515
False,,1.4228725995618445,,none,0.13376621655275586
False,,0.05679496916973196,,none,0.04828690996557517
False,,0.897850075577115,,none,0.009298150111713092
False,,1.4487977267590844,,none,0.09549903643466749
False,,0.6145025345462309,,none,0.07003575819847682
False,,0.9332245132665863,,none,0.06575329813071273
False,,0.6610052356281457,,none,0.0023561220689825553
False,,0.5612492242185914,,none,0.0055043866649562186
False,,0.5865876531291314,,none,0.009284375400474566
False,,0.8367347906829917,,none,0.21907203685961976
False,,1.2306697179011552,,none,0.020308000865116648
False,,0.06066161776200327,,none,0.012585350031026349
False,,1.3979382985843152,,none,0.1480050119642251
False,,0.1472474030050681,,none,0.03078766743096785
False,,0.6416422046137845,,none,0.06873700907741277
False,,0.6041095938488314,,none,0.06292401813988795
False,,0.1027784518264575,,none,0.07754566521655137
False,,1.3742135389337635,,none,0.17528171230102754
False,,0.7893942183920408,,none,0.04558267212410125
False,,1.4924511484262526,,none,0.04437316893806769
False,,1.2991294566086589,,none,0.07875633302504803
False,,0.264427198317434,,none,0.1847616042395572
False,,0.48170448553328965,,none,0.04560426228132244
False,,0.9559064132145741,,none,0.07109639824990394
False,,0.7222624999367601,,none,0.11795822091031215
False,,1.0170944111407416,,none,0.06425576001929381
False,,0.3973294499352748,,none,0.013207444939099202
False,,0.1977846912225466,,none,0.08270095188114819
False,,0.16040044812654197,,none,0.0812878677759704
False,,0.1384186691559943,,none,0.09302369120439467
False,,0.43072132461955265,,none,0.06514179434638638
False,,0.8905487796071411,,none,0.04568260188806639
False,,1.190949261706386,,none,0.08849549470976313
False,,0.424232248449483,,none,0.08372399006109997
False,,0.3011963538885772,,none,0.066002455071443
False,,0.06380083037756719,,none,0.01520727667308681
False,,0.6591209867434643,,none,0.0035025324632513366
False,,1.3109646314712475,,none,0.08209429218474822
False,,1.3980792147757437,,none,0.009129393923528293
False,,0.8939297226659275,,none,0.07898972838679941
False,,0.9466584757377252,,none,0.054076095858983056
False,,0.98164964961439,,none,0.027171462775789256
False,,0.971537816765628,,none,0.04533496062814296
False,,0.3282486644383246,,none,0.04799595755994364
False,,0.5577086402618131,,none,0.007927428160978155
False,,0.053886195949548195,,none,0.06170387665148075
False,,0.5924400502572937,,none,0.03598198609221835
False,,0.9135097403865223,,none,0.043317158781801764
False,,0.42291609991735796,,none,0.06283686856991448
False,,0.5120086941877716,,none,0.05978839256366482
False,,0.581246708243242,,none,0.04626710439486044
False,,0.4240843696608422,,none,0.038071429825232345
False,,0.06968822362469157,,none,0.058862416857990346
False,,1.2792455116399097,,none,0.007958741415612855
False,,1.1678630749499646,,none,0.0847010381461647
False,,1.2026377950452525,,none,0.030974018112067937
False,,0.16673596105335886,,none,0.07970532884848544
False,,0.902883779686411,,none,0.03717645622043186
False,,1.3777218353692355,,none,0.16048252078108866
False,,0.7307333288155812,,none,0.004002508495433125
False,,0.0885416547820658,,none,0.03290534474941836
False,,0.9205280560383842,,none,0.030861114488499923
False,,0.8417859024195117,,none,0.13384091761337993
False,,0.9997406632384268,,none,0.021115357674774096
False,,0.9978785294174908,,none,0.16632906758607188
False,,1.0672651669618578,,none,0.10377073094078636
False,,1.086011867469502,,none,0.027403814537441094
False,,0.8832976805595901,,none,0.032121526595688045
False,,1.2779018596041558,,none,0.029246580866089587
False,,0.5035358407944107,,none,0.031129533362469545
False,,0.14840889127326412,,none,0.08068677839057427
False,,0.14079861625313528,,none,0.028971856029513722
False,,0.8421203684842238,,none,0.11530518613545987
False,,0.8533865448257699,,none,0.01274647830834958
False,,0.31520887898053124,,none,0.1687105325326475
False,,0.3828429080558647,,none,0.01994716580306553
False,,0.5342481319685827,,none,0.011063609367139918
False,,0.23311032550825828,,none,0.06023065067223263
False,,0.41011214734043006,,none,0.007170624627436565
False,,0.9567278816262798,,none,0.24488195229234125
False,,0.2072927104699548,,none,0.06874533633842532
False,,0.4471459507067163,,none,0.005623868900303505
False,,0.11556879796760479,,none,0.02095574850775253
False,,0.1369570075062771,,none,0.04024740477001508
False,,0.6453919302246546,,none,0.0993584396191719
False,,0.1345309570382362,,none,0.023454130627294432
False,,0.10613055002410976,,none,0.1296886062903062
False,,0.9509903620020213,,none,0.16574804347810937
False,,1.0913328160408486,,none,0.019727927046981755
False,,0.6223153154116413,,none,0.04898052805964344
False,,0.3610988055814012,,none,0.10896124095829202
False,,0.7509619047259228,,none,0.03696657676351887
False,,0.33213344248350374,,none,0.1422203952265739
False,,1.3996351954220998,,none,0.07788664839587633
False,,1.167311553941197,,none,0.1523075286566229
False,,0.8161277430703392,,none,0.03608150854311664
False,,1.2133962471219797,,none,0.009831700045419278
False,,0.31380492757689393,,none,0.07403268188504072
False,,0.4477441061497361,,none,0.05440915512975805
False,,0.9400009334475841,,none,0.09568741388288451
False,,0.11115910198367339,,none,0.11666106572940053
False,,0.42859937406058674,,none,0.00587592360588492
False,,0.9617669168899395,,none,0.004953224412636463
False,,0.5527361152739191,,none,0.11474487732670591
False,,0.37914930386378914,,none,0.10472981896625244
False,,0.11827131630980532,,none,0.025862033908439424
False,,0.2585401361279206,,none,0.014666651045375349
False,,1.2960236771986702,,none,0.011357887210152911
False,,0.4047619383012513,,none,0.030394860947282287
False,,1.1611260319689423,,none,0.026354703397583563
False,,0.14876015554553382,,none,0.004331152529056681
False,,1.214387685404698,,none,0.034939783444310785
False,,1.133427915757942,,none,0.042886036940714085
False,,1.453024014611826,,none,0.05287245321515664
False,,0.8257026978313339,,none,0.11245190250857606
False,,1.012949150748373,,none,0.013934963482845454
False,,0.07713030508235491,,none,0.011417177977396031
False,,0.9185642875498844,,none,0.10438997534555645
False,,0.7481314323824585,,none,0.07812748767545312
False,,0.44651958869637753,,none,0.11906080271619213
False,,1.3259549665866488,,none,0.07596765584695447
False,,0.3391211425080463,,none,0.0388861358438447
False,,1.3221769384289621,,none,0.013897689934231948
False,,1.1069478951725449,,none,0.06660161253201886
False,,0.505405794478147,,none,0.07882291319009507
False,,0.6874106307667978,,none,0.09758675049612296
False,,1.364008824967847,,none,0.12593346492412302
False,,1.1754342761752488,,none,0.033864601069718815
False,,0.2273631833754176,,none,0.007548689336748002
False,,1.264523071866272,,none,0.039462575767842935
False,,0.13495678181208995,,none,0.04204998100460194
False,,0.7134902894932768,,none,0.18356488503597534
False,,0.36131381719538563,,none,0.06820540431388651
False,,0.4523652860280946,,none,0.03257024754016262
False,,0.4764463457079979,,none,0.0910913879290796
False,,0.7361040445166877,,none,0.07374890610768589
False,,1.358281361465288,,none,0.0003403614785185455
False,,0.5096454325171766,,none,0.05830980176405934
False,,1.4477005482621166,,none,0.02990269674079618
False,,1.0309070627654355,,none,0.047645962180757215
False,,0.9969165427258047,,none,0.08608282726357866
False,,0.1379736597425125,,none,0.04211444934743067
False,,0.7767432884559485,,none,0.18780953715596735
False,,0.3751700731532955,,none,0.06026348998130235
False,,1.266180446199145,,none,0.0448757304460161
False,,0.17235539161534696,,none,0.09829991126039467
False,,0.300054918105587,,none,0.03014245708874462
False,,1.0789388179235218,,none,0.02219190379210397
False,,0.21186974010044152,,none,0.03458450711702487
False,,0.35820759270135627,,none,0.024224038051744643
False,,0.5718943291785203,,none,0.025629789978918543
False,,0.6465496394641075,,none,0.15947055284387124
False,,0.8533226236552299,,none,0.029145156942481914
False,,0.45128992359441933,,none,0.09192153741031699
False,,1.4234113107815818,,none,0.04293882955226121
False,,1.0576349817531283,,none,0.044322870929503266
False,,1.3106998893985775,,none,0.0639887706884755
False,,1.4912865079842164,,none,0.06616299970894719
False,,1.1314373225116652,,none,0.025114739801016178
False,,1.2932474776717358,,none,0.019724677817941447
False,,0.5114761649302911,,none,0.02782724522159949
False,,0.5390993501824498,,none,0.02586127581733057
False,,0.3783580650583309,,none,0.08621555061915318
False,,1.1013513215744974,,none,0.05767898196147288
False,,1.1642687735255264,,none,0.003436366614474253
False,,0.9376593754072106,,none,0.02430543302046829
False,,0.8521599382734965,,none,0.022372509294742354
False,,1.2770413494889281,,none,0.08645295844295929
False,,0.5427875941732471,,none,0.010474476397712233
False,,0.549470489754414,,none,0.06124377461207047
False,,0.11773753971469972,,none,0.05935557712670582
False,,0.26490219502513707,,none,0.01601086354456429
False,,1.4704849165187142,,none,0.004352009509637822
False,,0.38502735093192947,,none,0.0828116443382529
False,,0.611650543016867,,none,0.039059327373384294
False,,0.1302005654622435,,none,0.003352546280980031
False,,0.7263730917696426,,none,0.06656316779442643
False,,0.060589729905200986,,none,0.07051688977469261
False,,0.08273394486345026,,none,0.10514443118909429
False,,0.22137456618388102,,none,0.020975082390394962
False,,0.7193417361711871,,none,0.1654931645724699
False,,0.29403084310419086,,none,0.06587354892893565
False,,0.8187751561783527,,none,0.002946980936994852
False,,0.5738341412329163,,none,0.02462594810239977
False,,0.2514184711520132,,none,0.07221140406245452
False,,0.8799113409287362,,none,0.012235533203948476
False,,1.3997028463753396,,none,0.03427484798344117
False,,0.13637778728325242,,none,0.03017614704440076
False,,0.721329700986187,,none,0.04855332577649634
False,,0.8021463531626287,,none,0.04127160356090123
False,,0.27880339278574706,,none,0.12136615060299878
False,,0.9468101389219932,,none,0.00126617134298609
False,,1.140824930687441,,none,0.0004405702772862891
False,,1.413737056241873,,none,0.008010128494478755
False,,0.5098114792534039,,none,0.057356178904304486
False,,0.4218034819301522,,none,0.006119571700388212
False,,0.1712578150783902,,none,0.0838339884105314
False,,1.2528025247853423,,none,0.042204578275148
False,,0.25895909769920766,,none,0.021351674303804156
False,,0.6840587144703698,,none,0.009641030055623742
False,,0.06944138316580831,,none,0.09497626842067061
False,,1.3554646099988987,,none,0.03059157857294309
False,,0.7158828529575803,,none,0.0422210977211202
False,,0.31667633469765244,,none,0.04968112823204119
False,,0.8152232040556339,,none,0.030225334732248532
False,,0.16847480039930013,,none,0.0401117920980018
False,,1.2655716287629757,,none,0.10394472682228416
False,,0.6297941567980129,,none,0.013445126601069236
False,,0.5379958532734737,,none,0.03163826445505542
False,,1.449150243288354,,none,0.01822999760750431
False,,0.21535411527263137,,none,0.14766195565636064
False,,0.33595864141741766,,none,0.038847577149404476
False,,1.1698580826951073,,none,0.08250993125957387
False,,0.627811876389229,,none,0.05757952799832975
False,,0.9067834871982688,,none,0.040958286418744896
False,,1.4560573804774917,,none,0.06398330498112928
False,,1.4482542049336373,,none,0.019606920700716634
False,,0.06980619573214265,,none,0.058397278019265565
False,,0.5149574564545688,,none,0.026561311343677913
False,,1.3549630041659098,,none,0.03331522109785351
False,,1.2525111468982915,,none,0.038667611838931526
False,,1.478677481231984,,none,0.05002284587918419
False,,1.044082275127675,,none,0.02781515829498046
False,,0.1516753879510651,,none,0.043050369250503324
False,,1.006353195873734,,none,0.03127503768971345
False,,0.14734231598951575,,none,0.08128318640747177
False,,0.40053463449899496,,none,0.1560830717074895
False,,1.0169638913063297,,none,0.041576365506063195
False,,0.5408120495154441,,none,0.09246140681008791
False,,1.3411771571122766,,none,0.033383657210385054
False,,0.6922074495408396,,none,0.10719666909559998
False,,1.0595910688825732,,none,0.012659081730523172
False,,0.7648420319054062,,none,0.04032296627847825
False,,1.1514523691822842,,none,0.1318940692569423
False,,0.582307052740065,,none,0.11901472250482138
False,,1.2017466732470876,,none,0.024232788694340573
False,,1.2802039158849123,,none,0.007300410944153181
False,,0.7918344550765183,,none,0.15963099340427103
