decision,trip_ms,conv_trip,sprt_dec,f_int,k_ibr,Br,phi_deg
CTALARM,20.0,False,CTALARM,0.049517743637594314,0.34308912432494426,0.6175372339120802,37.81787798279837
CTALARM,20.0,False,CTALARM,0.0,0.3777748245144762,0.2898246855009899,49.037028928892866
CTALARM,60.0,False,TRIP,0.0,0.155207413601063,0.4288667941706335,220.939291516093
CTALARM,20.0,False,TRIP,0.0,0.08097761918981822,0.09856082837462334,255.1641177132443
CTALARM,20.0,False,CTALARM,0.0,0.10991791595383538,0.36891374785243997,271.46887856406073
CTALARM,80.0,False,CTALARM,0.0,0.19611262275727537,0.2967840801397051,186.7182023977731
CTALARM,60.0,False,TRIP,0.0,0.31593765137907126,0.3386247002294563,216.1400593837309
CTALARM,20.0,False,CTALARM,0.14824569497544793,0.09386010434075442,0.12899186649655714,350.838169248424
CTALARM,20.0,False,TRIP,0.0,0.3956588347268079,0.6063549978485411,125.3646489156651
CTALARM,20.0,False,CTALARM,0.0,0.12443670613682128,0.05597935504301792,77.10122769417985
CTALARM,20.0,False,CTALARM,0.0,0.4047826879578826,0.5468404296080169,348.83638720386375
CTALARM,20.0,False,CTALARM,0.0,0.46201771192266694,0.660886635345303,330.75465234708486
CTALARM,20.0,False,CTALARM,0.16750077525642315,0.08208010755832834,0.07443581119500915,2.5509194292204773
CTALARM,20.0,False,TRIP,0.0,0.4588655093410025,0.30357920739638794,144.67698379474623
CTALARM,20.0,False,TRIP,0.0,0.3526846390654383,0.409465015091289,264.54344687211943
CTALARM,20.0,False,CTALARM,0.0,0.44359500724527184,0.693934280442233,63.88731272801935
CTALARM,20.0,False,CTALARM,0.14004772796234743,0.17340620364909543,0.6057680714409946,11.483871578036151
CTALARM,20.0,False,CTALARM,0.0036999605064628183,0.4318304878684062,0.2899602227083035,13.113749069260434
CTALARM,80.0,False,TRIP,0.0,0.23839075314175284,0.6775419514940559,203.32580771620252
CTALARM,20.0,False,CTALARM,0.0,0.09483274717002604,0.23188604146731903,82.90041236492665
CTALARM,20.0,False,CTALARM,0.0,0.49829095886108077,0.2379938155891542,92.83977476775613
CTALARM,20.0,False,CTALARM,0.0,0.4740385120068154,0.35438107563102866,5.454205511810608
CTALARM,20.0,False,TRIP,0.0,0.062408611676595505,0.5457030069191559,261.32508010733596
CTALARM,20.0,False,CTALARM,0.0,0.22809785775809155,0.1345176726870453,303.7061220827844
CTALARM,20.0,False,TRIP,0.0,0.4930980222685778,0.51972659935472,264.06901177414903
CTALARM,20.0,False,CTALARM,0.0,0.2742253800560776,0.0018900996016571025,49.06212937326409
CTALARM,20.0,False,CTALARM,0.050223656523888716,0.24854409488223156,0.18373581347314796,344.6017365141569
CTALARM,20.0,False,CTALARM,0.09196736803298555,0.0976793077141514,0.682128104685444,346.3679857683094
CTALARM,20.0,False,CTALARM,0.0,0.20976125548117253,0.4595263413348861,93.28709122125163
CTALARM,20.0,False,CTALARM,0.06857402159597648,0.2490970274394803,0.3237923906676222,353.9049865234607
CTALARM,40.0,False,TRIP,0.0,0.3570251619214532,0.512234098128804,159.90912713779937
CTALARM,20.0,False,CTALARM,0.09833144749591605,0.22501697415191424,0.30467939112946774,15.004744628395756
CTALARM,60.0,False,TRIP,0.0,0.3174943407676878,0.07468196505674779,207.14533429974554
CTALARM,80.0,False,TRIP,0.0,0.05075816624331847,0.3482985865217881,189.61408788003925
CTALARM,20.0,False,CTALARM,0.0,0.38189257260516984,0.6687813560830844,308.9860837815554
CTALARM,40.0,False,TRIP,0.0,0.0016377337068194109,0.19082125356863716,128.04231735895667
CTALARM,20.0,False,CTALARM,0.0,0.3210775788476431,0.03701242736129211,275.9881756204839
CTALARM,20.0,False,CTALARM,0.0,0.413156825662643,0.518942497795757,283.2210556140563
CTALARM,20.0,False,CTALARM,0.02813060203770179,0.3833964778520503,0.3180833579012126,12.58214903001846
CTALARM,40.0,False,TRIP,0.0,0.07365871665952428,0.23429342321192093,242.3314002946108
CTALARM,40.0,False,TRIP,0.0,0.4221237296396266,0.34127736158786764,172.60996564155167
CTALARM,20.0,False,CTALARM,0.0,0.0395979105828515,0.6509996677825416,72.87400377064188
CTALARM,80.0,False,CTALARM,0.0,0.033178539620230985,0.175174483913639,150.08204271752928
CTALARM,20.0,False,CTALARM,0.0,0.4113033113260513,0.14036400296792828,308.59849779376157
CTALARM,40.0,False,TRIP,0.0,0.09126019849526129,0.37373804154291607,248.3181484747146
CTALARM,60.0,False,TRIP,0.0,0.22352948104018588,0.32431583591409435,225.79070463414482
CTALARM,20.0,False,CTALARM,0.0,0.46831660170302125,0.10485832926382509,29.344950027317765
CTALARM,60.0,False,TRIP,0.0,0.10448185003327431,0.406460122237111,240.00171902741056
CTALARM,20.0,False,CTALARM,0.0,0.3902918725896069,0.4021432645048695,273.0690223226581
CTALARM,20.0,False,CTALARM,0.0,0.2922199082803823,0.4238015798478719,341.99450441491496
CTALARM,20.0,False,CTALARM,0.0,0.2028478799708412,0.28948883665687836,287.2953858982535
CTALARM,20.0,False,CTALARM,0.04952175026597139,0.22961537516388192,0.2030341090927325,28.779403739927936
CTALARM,20.0,False,CTALARM,0.05058208456584756,0.20515528552738976,0.22982992471709604,339.67038882160887
CTALARM,20.0,False,CTALARM,0.0,0.41365152584011167,0.5840499951163995,285.0933508494592
CTALARM,20.0,False,CTALARM,0.002732568901025245,0.4069927685919698,0.4375677486484295,1.20186247489106
CTALARM,20.0,False,TRIP,0.0,0.18670987850613274,0.2786165394749551,256.5666023888732
CTALARM,20.0,False,CTALARM,0.0,0.3486243143082879,0.4292868586944746,109.4293359778945
CTALARM,60.0,False,TRIP,0.0,0.2659335331167464,0.24472975201822803,217.81143906104683
CTALARM,20.0,False,CTALARM,0.0,0.3741092906383081,0.6038535348684313,101.803340664305
CTALARM,20.0,False,TRIP,0.0,0.025023201441688625,0.5093424147062133,262.81590822030495
CTALARM,20.0,False,CTALARM,0.0,0.1680171399628969,0.07066405976995706,67.22176745413736
CTALARM,20.0,False,CTALARM,0.0,0.1679031649825326,0.039319008007954535,300.43206898504366
CTALARM,20.0,False,CTALARM,0.0074372193537791675,0.29840612420223445,0.023392185573462475,26.244463486605042
CTALARM,20.0,False,CTALARM,0.14851273076415594,0.103818171231022,0.01927340524965594,8.673539705184927
CTALARM,20.0,False,CTALARM,0.0,0.26584692733127413,0.34783698711470995,47.49360078770577
CTALARM,20.0,False,TRIP,0.0,0.4899297630048754,0.12658927536314568,138.43619346944735
CTALARM,60.0,False,TRIP,0.0,0.021752965673174196,0.4721729971774503,236.40568833389315
CTALARM,60.0,False,TRIP,0.0,0.2517219092953805,0.3379336198649723,173.01534407726808
CTALARM,80.0,False,TRIP,0.0,0.06914417380485766,0.06543382173608328,171.25556301925417
CTALARM,20.0,False,CTALARM,0.0,0.2912006227035515,0.004082288201808349,311.6087042411235
CTALARM,80.0,False,CTALARM,0.0,0.12043141669903057,0.025707322099520688,201.33655874300908
CTALARM,60.0,False,TRIP,0.0,0.45125441094590385,0.3733357251281106,182.738530043293
CTALARM,60.0,False,TRIP,0.0,0.15899548910592315,0.4106230161216252,150.99497543771966
CTALARM,20.0,False,CTALARM,0.0,0.4791563946948886,0.24711008554467964,352.2290239525615
CTALARM,20.0,False,CTALARM,0.0,0.0020673749130742936,0.05523034101551171,87.41139154633166
CTALARM,20.0,False,CTALARM,0.0,0.4160573609675483,0.6542822007458036,56.003869820513714
CTALARM,80.0,False,TRIP,0.0,0.1308418345994089,0.28399955269036964,177.25247333315463
CTALARM,40.0,False,TRIP,0.0,0.10081123781319273,0.30051602120563425,243.99514216141193
CTALARM,20.0,False,CTALARM,0.0,0.44207282020700783,0.2670203558231972,7.800430691213154
CTALARM,20.0,False,CTALARM,0.0,0.15218697730998565,0.04162715973065064,308.51721239275184
CTALARM,20.0,False,CTALARM,0.0,0.29193921017576085,0.49731323851935144,101.92181788361164
CTALARM,40.0,False,TRIP,0.0,0.3683897703097577,0.4653671092793452,232.33830447652224
CTALARM,20.0,False,CTALARM,0.0,0.20960086137948308,0.11512516120759157,62.38305786605923
CTALARM,20.0,False,CTALARM,0.0,0.05066898632907946,0.1880076179868884,313.89104750309
CTALARM,20.0,False,CTALARM,0.0,0.46116852128107605,0.3828438812924204,129.20107649002622
CTALARM,20.0,False,CTALARM,0.0,0.3237504487480109,0.263736366793672,67.3060157623384
CTALARM,20.0,False,CTALARM,0.0031055353710063294,0.44619871358479274,0.6985504384251231,7.108041574262716
CTALARM,20.0,False,CTALARM,0.0,0.3838633444648015,0.3475343398212261,111.16275637244942
CTALARM,20.0,False,TRIP,0.0,0.3869908568569936,0.6175605553538964,136.51523025234104
CTALARM,20.0,False,CTALARM,0.058487541400317755,0.2949412424605055,0.14322893979221857,12.642356749881642
CTALARM,80.0,False,TRIP,0.0,0.003096951055591768,0.3893547099261753,199.92969346459924
CTALARM,40.0,False,TRIP,0.0,0.44132916497172836,0.2252567859885376,163.69395451763558
CTALARM,60.0,False,TRIP,0.0,0.4154621114849874,0.6541511586483408,177.5024858748211
CTALARM,20.0,False,CTALARM,0.0,0.36350444969198575,0.3858263650601265,48.05023845699671
CTALARM,20.0,False,TRIP,0.0,0.4390796964607031,0.4577622175739067,137.907552331794
CTALARM,20.0,False,CTALARM,0.14758034997317238,0.09210403165888775,0.05321454966035542,348.423152590404
CTALARM,40.0,False,TRIP,0.0,0.1409293989281234,0.3413810224777934,128.66965413536684
CTALARM,20.0,False,CTALARM,0.0,0.07856073189734591,0.40563113882701646,285.4660494460539
CTALARM,20.0,False,CTALARM,0.0,0.3233094051701328,0.20328202847402382,44.699810313387296
CTALARM,20.0,False,CTALARM,0.05054539441601136,0.21919595379132667,0.5150366565808501,44.21573765732799
CTALARM,20.0,False,CTALARM,0.1803109528594129,0.05132206303741599,0.3266059977374385,359.61326458442375
CTALARM,40.0,False,TRIP,0.0,0.28781851092804844,0.3929172810836999,233.41066789450048
CTALARM,40.0,False,TRIP,0.0,0.16949287814106567,0.25265123164801623,239.3403983135991
CTALARM,60.0,False,TRIP,0.0,0.24525393860645878,0.47355370013933945,153.33259822205585
CTALARM,20.0,False,CTALARM,0.0,0.13069093568050616,0.07222004225326638,274.01266343545404
CTALARM,20.0,False,CTALARM,0.07210052639755105,0.08057436864610285,0.3543592125636119,334.143856280058
CTALARM,20.0,False,CTALARM,0.10499253750674398,0.22540721038348982,0.6269483040312545,29.521167052688433
CTALARM,20.0,False,CTALARM,0.0,0.11307418508254863,0.1646287046609402,62.06454573345227
CTALARM,20.0,False,CTALARM,0.0,0.2025067969297804,0.607913621444079,311.78597246786217
CTALARM,20.0,False,CTALARM,0.11835031488375314,0.19113765856077441,0.619536127622378,28.490984847624325
CTALARM,20.0,False,TRIP,0.0,0.47021255208778723,0.16130224996119982,129.28841811735438
CTALARM,20.0,False,CTALARM,0.07794328623580593,0.0934222927850093,0.05650722181441374,29.95430626585683
CTALARM,60.0,False,TRIP,0.0,0.14322117569245424,0.5350928799346667,146.86948418880183
CTALARM,40.0,False,TRIP,0.0,0.3959321527649359,0.6710074230407003,160.97774190966962
CTALARM,20.0,False,CTALARM,0.0,0.1479311936687686,0.17900165446502778,64.84763055405534
CTALARM,20.0,False,CTALARM,0.10167866259059044,0.24013151164231122,0.6391027597063581,29.392131313483034
CTALARM,40.0,False,TRIP,0.0,0.3809735611349735,0.14571718950306764,150.25944605397112
CTALARM,80.0,False,TRIP,0.0,0.0021938201620056996,0.25151325855113515,185.21639600943712
CTALARM,20.0,False,TRIP,0.0,0.4782795091420564,0.6201342003596078,265.3313179585946
CTALARM,20.0,False,TRIP,0.0,0.2314165226898252,0.21284232191193164,261.3585694666696
CTALARM,20.0,False,CTALARM,0.04304435329735512,0.37972487925566445,0.5289869611496589,25.170248529029383
CTALARM,40.0,False,TRIP,0.0,0.46040363022657066,0.10287783462139455,157.6671706149257
CTALARM,20.0,False,CTALARM,0.0,0.4384020999527809,0.2651363728408439,303.75678491080384
CTALARM,80.0,False,TRIP,0.0,0.11018948739565365,0.6585163064118574,214.91616788995438
