time,ia,ib,ic
0.0,0.0,-0.8660254037844387,0.8660254037844387
0.00010005002501250626,0.03142646714061811,-0.8813108784794752,0.8498844113388572
0.00020010005002501252,0.06282188911748209,-0.8957257354108837,0.8329038462934019
0.0003001500750375188,0.0941552514353246,-0.9092557346199721,0.8151004831846477
0.00040020010005002504,0.12539560090555554,-0.9218875102696209,0.7964919093640653
0.0005002501250625313,0.15651207622388957,-0.9336085838479505,0.7770965076240609
0.0006003001500750376,0.18747393845720425,-0.9444073764954286,0.7569334380382244
0.0007003501750875438,0.21825060140951186,-0.9542732204432416,0.7360226190337299
0.0008004002001000501,0.24881166183704703,-0.963196369551629,0.7143847077145822
0.0009004502251125563,0.27912692948262213,-0.9711680089377714,0.6920410794551495
0.0010005002501250627,0.30916645689958044,-0.9781802636837206,0.6690138067841401
0.0011005502751375688,0.3389005690358841,-0.9842262066157699,0.6453256375798857
0.0012006003001500752,0.368299892549114,-0.9892998651475786,0.6209999725984648
0.0013006503251625813,0.39733538482341846,-0.9933962271802926,0.5960608423568743
0.0014007003501750877,0.42597836265975075,-0.9965112460538297,0.5705328833940791
0.0015007503751875938,0.4542005306110484,-0.9986418445444409,0.5444413139333928
0.0016008004002001002,0.4819740089343667,-0.9997859179045981,0.5178119089702314
0.0017008504252126065,0.5092713611323508,-0.9999423359422038,0.4906709748098531
0.0018009004502251126,0.5360656210568415,-0.9991109441370707,0.4630453230802294
0.001900950475237619,0.5623303195478372,-0.9972925637935668,0.4349622442457298
0.0020010005002501254,0.588039510581499,-0.9944889912292761,0.40644948064777753
0.0021010505252626313,0.6131677969013658,-0.9907029960004765,0.37753519909911093
0.0022011005502751376,0.6376903551074622,-0.9859383181661864,0.3482479630587245
0.002301150575287644,0.6615829601785098,-0.980199664593485,0.31861670441497564
0.0024012006003001503,0.6848220094030227,-0.9734927043077546,0.288670694904732
0.0025012506253126567,0.7073845456956422,-0.9658240628924383,0.2584395171967963
0.0026013006503251626,0.7292482802756799,-0.9572013159438463,0.22795303566816658
0.002701350675337669,0.7503916146854638,-0.9476329815874753,0.1972413669020118
0.0028014007003501753,0.7707936621267382,-0.9371285120632359,0.1663348499364981
0.0029014507253626817,0.7904342680940378,-0.9256982843878976,0.13526401629385984
0.0030015007503751876,0.8092940302846554,-0.9133535901039792,0.10405955981932384
0.003101550775387694,0.8273543177655321,-0.900106624125208,0.07275230635967597
0.0032016008004002003,0.8445972893781383,-0.8859704726895699,0.04137318331143194
0.0033016508254127067,0.8610059113631608,-0.870959100431849,0.009953189068688514
0.003401700850425213,0.87656397418759,-0.8550873365884283,-0.02147663759916113
0.003501750875437719,0.8912561085575778,-0.83837086034798,-0.052885248209597426
0.0036018009004502253,0.9050678006012542,-0.820826185362514,-0.0842416152387397
0.0037018509254627316,0.9179854062064986,-0.8024706434340909,-0.11551476277240715
0.003801900950475238,0.9299961644995058,-0.7833223673933088,-0.14667379710619663
0.003901950975487744,0.9410882104508294,-0.7634002731864831,-0.17768793726434576
0.004002001000500251,0.9512505865964509,-0.7427240411892085,-0.20852654540724222
0.004102051025512757,0.960473253862294,-0.7213140967647732,-0.23915915709752042
0.0042021010505252625,0.9687471014814936,-0.6991915900866161,-0.26955551139487705
0.004302151075537769,0.9760639559946194,-0.6763783752447757,-0.2996855807498434
0.004402201100550275,0.9824165893239648,-0.6528969886569588,-0.32951960066700586
0.004502251125562782,0.9877987259139261,-0.6287706268055608,-0.3590280991083649
0.004602301150575288,0.9922050489304145,-0.6040231233226326,-0.3881819256077815
0.004702351175587794,0.9956312055131803,-0.5786789254454243,-0.4169522800677556
0.004802401200600301,0.9980738110758594,-0.5527630698657725,-0.44531074121008624
0.004902451225612807,0.9995304526494934,-0.5263011579971836,-0.4732292946523092
0.005002501250625313,0.9999996912662218,-0.49931933068404566,-0.5006803605821757
0.005102551275637819,0.9994810633807905,-0.4718442423779583,-0.5276368210028316
0.005202601300650325,0.9979750813284729,-0.4439030348066819,-0.5540720465217904
0.005302651325662832,0.9954832328189506,-0.4155233101617277,-0.5799599226572224
0.005402701350675338,0.9920079794666544,-0.3867331038310689,-0.6052748756355851
0.005502751375687844,0.9875527543590178,-0.35756085670391025,-0.6299918976551071
0.005602801400700351,0.9821219586650427,-0.32803538707487834,-0.654086571590164
0.0057028514257128566,0.9757209572875317,-0.2981858621753856,-0.6775350951121458
0.005802901450725363,0.9683560735632781,-0.26804176936028895,-0.7003143042029888
0.005902951475737869,0.9600345830164517,-0.23763288697831234,-0.7224016960381391
0.006003001500750375,0.9507647061713498,-0.20698925495500325,-0.7437754512163461
0.006103051525762882,0.9405556004316137,-0.17614114511728768,-0.7644144553143254
0.006203101550775388,0.9294173510339345,-0.14511903128893824,-0.784298319744996
0.006303151575787895,0.917360961085182,-0.11395355918649262,-0.8034074018986889
0.006403201600800401,0.9043983406928003,-0.08267551614537035,-0.8217228245474298
0.0065032516258129065,0.8905422951992091,-0.05131580070608448,-0.839226494493124
0.006603301650825413,0.8758065125318296,-0.019905392090598883,-0.8559011204412306
0.006703351675837919,0.8602055496812363,0.011524680401016275,-0.871730230082252
0.006803401700850426,0.8437548183207886,0.04294336804340073,-0.886698186364189
0.006903451725862932,0.8264705695819514,0.0743196333579071,-0.900790202939858
0.007003501750875438,0.8083698780003398,0.10562248077350027,-0.9139923587738399
0.007103551775887945,0.7894706246483534,0.13682098724624916,-0.9262916118946022
0.007203601800900451,0.7697914794710592,0.16788433280717588,-0.9376758122782347
0.007303651825912957,0.7493518828427704,0.19878183100828228,-0.9481337138510525
0.007403701850925463,0.728172026362548,0.2294829592366716,-0.9576549855992192
0.007503751875937969,0.7062728329075885,0.259957388866825,-0.9662302217744133
0.007603801900950476,0.6836759359642093,0.2901750152212446,-0.9738509511854535
0.007703851925962982,0.6604036582568459,0.32010598730986317,-0.9805096455667088
0.007803901950975488,0.636478989696172,0.34972073731884873,-0.9861997270150206
0.007903951975987995,0.6119255646681299,0.37899000981966663,-0.9909155744877964
0.008004002001000501,0.5867676386863071,0.4078848906695432,-0.9946525293558501
0.008104052026013006,0.5610300644307185,0.43637683557478957,-0.9974069000055078
0.008204102051025513,0.5347382671966666,0.46443769828876386,-0.9991759654854302
0.00830415207603802,0.5079182197779392,0.49203975841661113,-0.99995797819455
0.008404202101050525,0.4805964168091484,0.5191557487993209,-0.9997521656084691
0.008504252126063032,0.45279984859255706,0.5457588824500529,-0.9985587310426097
0.008604302151075539,0.4245559744352601,0.5718228790161061,-0.996378853451366
0.008704352176088044,0.3958926955230424,0.5973219907404118,-0.993214686263454
0.00880440220110055,0.3668383273577253,0.6222310278968857,-0.9890693552546109
0.008904452226113057,0.3374215717852216,0.6465253836745234,-0.983946955459745
0.009004502251125564,0.30767148864193616,0.6701810584856503,-0.9778525471275863
0.00910455227613807,0.2776174670475161,0.69317468367432,-0.970792150721836
0.009204602301150576,0.24728919637231456,0.7154835446014335,-0.9627727409737479
0.009304652326163083,0.21671663690825108,0.7370856030837747,-0.9538022399920258
0.009404702351175588,0.18592999027202928,0.7579595191648031,-0.9438895094368321
0.009504752376188095,0.15495966956996451,0.7780846721956871,-0.9330443417656517
0.009604802401200601,0.12383626935388456,0.797441181205759,-0.9212774505596435
0.009704852426213106,0.09259053539778982,0.8160099245422647,-0.9086004599400547
0.009804902451225613,0.0612533343251187,0.8337725587600127,-0.8950258930851314
0.00990495247623812,0.029855623116641132,0.8507115367422509,-0.880567159858892
0.010005002501250627,-0.0015715814709205192,0.8668101250348842,-0.8652385435639639
0.010105052526263132,-0.03299723354531143,0.8820524203768958,-0.8490551868315843
0.010205102551275639,-0.06439028874795567,0.896423365410653,-0.8320330766626974
0.010305152576288145,-0.09571973492164362,0.9099087635565699,-0.814189028634926
0.01040520260130065,-0.12695462274641262,0.9224952930374362,-0.7955406702910236
0.010505252626313157,-0.1580640963133574,0.9341705200385614,-0.7761064237252038
0.010605302651325664,-0.189017423606152,0.9449229109907245,-0.7559054873845729
0.010705352676338169,-0.21978402686019355,0.9547418439638067,-0.734957817103613
0.010805402701350676,-0.25033351276935867,0.9636176191598422,-0.713284106390484
0.010905452726363183,-0.28063570251054276,0.9715414684951275,-0.6909057659845848
0.011005502751375688,-0.3106606615563153,0.9785055642619187,-0.6678449027056038
0.011105552776388194,-0.34037872924625073,0.9845030268611666,-0.6441242976149161
0.011205602801400701,-0.36976054808770425,0.989527931598642,-0.619767383510938
0.011305652826413208,-0.3987770927571097,0.993575314537746,-0.5947982217806367
0.011405702851425713,-0.42739969877312883,0.9966411774032167,-0.569241478630088
0.01150575287643822,-0.45560009081334557,0.9987224915308944,-0.5431224007175491
0.011605802901450727,-0.48335041064651474,0.9998172008596372,-0.5164667902131223
0.011705852926463232,-0.5106232446527843,0.9999242239624355,-0.48930097930965144
0.011805902951475739,-0.5373916509047043,0.9990434551147187,-0.4616518042100142
0.011905952976488245,-0.5636291857822568,0.9971757643987961,-0.4335465786165398
0.01200600300150075,-0.5893099300956356,0.9943229968443319,-0.40501306674869614
0.012106053026513257,-0.6144085146899504,0.9904879706057017,-0.376079455915752
0.012206103051525764,-0.6389001455065745,0.9856744741780312,-0.34677432867145697
0.01230615307653827,-0.6627606280763706,0.9798872626546677,-0.3171266345782974
0.012406203101550776,-0.6859663914206056,0.9731320530297812,-0.28716566160917545
0.012506253126563283,-0.708494511335938,0.965415518550735,-0.25692100721479727
0.01260630315157579,-0.7303227330404751,0.9567452821258076,-0.22642254908533274
0.012706353176588294,-0.7514294931585362,0.947129908793773,-0.19570041563523705
0.012806403201600801,-0.7717939410223947,0.9365788972627843,-0.16478495624039033
0.012906453226613308,-0.7913959592699593,0.925102670526915,-0.13370671125695557
0.013006503251625813,-0.8102161837180504,0.9127125655696287,-0.10249638185157901
0.01310655327663832,-0.8282360224916328,0.8994208221643496,-0.07118479967271678
0.013206603301650827,-0.8454376743901116,0.8852405707831971,-0.039802896393086186
0.013306653326663332,-0.8618041464725487,0.8701858196258275,-0.008381673153278767
0.013406703351675838,-0.8773192708444233,0.8542714407811992,0.023047830063223362
0.013506753376688345,-0.8919677206293599,0.837513155535929,0.05445456509343103
0.013606803401700852,-0.9057350251100401,0.819927518843755,0.08580750626628524
0.013706853426713357,-0.9186075840233425,0.8015319029714494,0.11707568105189312
0.013806903451725864,-0.9305726809955945,0.7823444803373281,0.14822820065826564
0.01390695347673837,-0.9416184961046531,0.7623842055593258,0.17923429054532644
0.014007003501750876,-0.9517341175564131,0.7416707967303592,0.2100633208260531
