time_s,Ia_base,Ib_base,Ic_base,Ia_bg,Ib_bg,Ic_bg,ripple,envelope,Ia_trans,Ib_trans,Ic_trans,Ia_pu,Ib_pu,Ic_pu
5.98,1.543860879714503e-13,-0.9093266739737018,0.9093266739735474,0.0024377366380354507,0.004123283223206487,-0.010580329066333433,4.789835388136285e-16,0.0,-0.0,-0.0,0.0,0.0024377366381903155,-0.9052033907504948,0.8987463449072144
5.9801,0.03298129703211613,-0.9253686246682463,0.8923873276361263,-0.008319872849923965,-0.004620311098845204,-0.003889553045592375,0.0008725729655829646,0.0,0.0,0.0,0.0,0.025533997147775128,-0.9291163628015086,0.8893703475561169
5.9802,0.06593004550578756,-0.9404973482513552,0.8745673027455599,0.006003609566451658,0.010195577735529912,0.003361813675796686,0.0017031171662539128,0.0,-0.0,0.0,0.0,0.07363677223849313,-0.9285986533495714,0.8796322335876106
5.9803,0.09881372898437592,-0.9546979144993653,0.8558841855149775,0.007524517731129711,-0.005020700291495358,-0.000819173652888771,0.0024516282146033624,0.0,-0.0,-0.0,0.0,0.10878987493010898,-0.9572669865762573,0.857516640076692
5.9803999999999995,0.1315998952423832,-0.9679563091678445,0.8363564139254456,-0.015608281509230692,-0.005092922264817886,-0.0052045089632447375,0.0030820529710985033,0.0,0.0,0.0,-0.0,0.11907366670425101,-0.9699671784615638,0.8342339579332994
5.980499999999999,0.16425618829203475,-0.9802594478219607,0.8160032595299065,-0.010417436054898544,0.0043290528864362516,-0.005393699693796072,0.0035640260967484487,0.0,-0.0,0.0,-0.0,0.15740277833388466,-0.972366368838776,0.8141735859328588
5.980599999999999,0.1967503803147327,-0.9915951887492382,0.7948448084344822,0.001022723225338283,0.006103411858695493,-0.00569869651530167,0.003874332644510837,0.0,0.0,0.0,-0.0,0.2016474361845818,-0.9816174442460319,0.7930204445636915
5.980699999999999,0.22905040346602215,-1.0019523449419627,0.7729019414759134,-0.002529940738748658,0.0035847949114896287,-0.007036077029271541,0.003998026241462342,0.0,-0.0,0.0,0.0,0.23051848896873584,-0.9943695237890107,0.7698638906881042
5.980799999999999,0.26112438152268197,-1.0113206951374063,0.7501963136146934,-0.00013440926003431038,-0.013484778539078465,0.018253063018208494,0.003929149002918944,0.0,0.0,0.0,-0.0,0.2649191212655666,-1.0208763246735657,0.7723785256358209
5.980899999999998,0.2929406613407087,-1.019690993904981,0.7267503325642375,-0.0068243514205886405,0.004304275519426009,0.0023800885694844395,0.003671018502743408,0.0,0.0,0.0,0.0,0.2897873284228635,-1.0117156998828116,0.7328014396364654
5.980999999999998,0.32446784409314805,-1.0270549807703615,0.7025871366771749,0.0070351837989026285,-0.008274464413395192,0.007094072435237909,0.003236067977513078,0.0,-0.0,0.0,0.0,0.33473909586956374,-1.0320933772062437,0.7129172770899259
5.981099999999998,0.35567481625694647,-1.0334053883675767,0.6777305721105878,0.006222335483431586,0.001882208892706108,-0.00391261974495139,0.0026452474613143885,0.0,-0.0,0.0,0.0,0.36454239920169246,-1.0288779320135562,0.6764631998269508
5.981199999999998,0.38653078031824173,-1.038735949611022,0.6522051692927343,0.0005282455804897283,-0.011389875483192482,-0.0014876534174883909,0.0019270146964332682,0.0,0.0,0.0,-0.0,0.38898604059516473,-1.0481988103977813,0.6526445305716793
5.981299999999997,0.4170052851657913,-1.0430414038803169,0.6260361187144761,0.009017929655744264,0.0035705771803445094,-0.00570843185096284,0.0011159644241824822,0.0,-0.0,0.0,0.0,0.42713917924571804,-1.0383548622757899,0.6214436512876957
5.981399999999997,0.44706825614254214,-1.0463175022119011,0.5992492460693057,0.003740074738016365,-0.006452791234458981,-0.021213666679353614,0.0002511620781475796,0.0,0.0,0.0,0.0,0.45105949295870607,-1.0525191313682125,0.5782867414680997
5.981499999999997,0.476690024725687,-1.0485610114922497,0.571870986766506,-0.006874339703065906,-0.010261077202084174,-0.01102407421478293,-0.0006257378601271941,0.0,-0.0,0.0,0.0,0.4691899471624939,-1.059447826554461,0.5602211746915959
5.981599999999997,0.5058413578059138,-1.0497697176485652,0.5439283598425911,0.0029500062726599907,0.005710561091859196,-0.014484949439843159,-0.0014724982107034608,0.0,0.0,-0.0,0.0,0.5073188658678702,-1.0455316547674094,0.5279709121920445
5.9816999999999965,0.5344934865369556,-1.0499424278337999,0.5154489412967808,-0.007671060806631992,0.0019331561734140105,-0.01799827022361286,-0.0022483335113800697,0.0,0.0,-0.0,0.0,0.5245740922189435,-1.050257605171766,0.4952023375617878
5.981799999999996,0.5626181347269684,-1.0490789716038529,0.48646083687681757,0.0070276024104581804,-0.004911814411143177,-0.009562871794384822,-0.00291587450965952,0.0,0.0,0.0,0.0,0.5667298626277671,-1.0569066605246555,0.47398209057277324
5.981899999999996,0.5901875467437188,-1.0471802010857765,0.4569926543419876,-0.0003994072878900232,0.011609430792168514,0.010599645435053047,-0.003442968107994431,0.0,-0.0,0.0,-0.0,0.5863451713478344,-1.0390137384016023,0.4641493316690462
5.981999999999996,0.6171745149060417,-1.044247990136831,0.42707347523071587,-0.0014788989083620845,-0.0035252193725579394,-0.0003554893416348354,-0.0038042260651664946,0.0,-0.0,0.0,-0.0,0.6118913899325131,-1.0515774355745553,0.42291375982391455
5.9820999999999955,0.6435524063345373,-1.0402852324952125,0.39673282616059885,-0.005447436355231531,0.0002568613917674773,0.010324510098569393,-0.003982247858408351,0.0,0.0,0.0,0.0,0.6341227221208974,-1.0440106189618534,0.4030750884007599
5.982199999999995,0.6692951892350069,-1.0352958389242841,0.3660006496891976,0.009780330709392241,0.0021513075814288073,0.0032878606152070026,-0.003968458805263669,0.0,0.0,0.0,0.0,0.6751070611391354,-1.037112990148119,0.36532005149914093
5.982299999999995,0.694377458588692,-1.0292847333531232,0.3349072747643487,-0.0012362358565504172,-0.004957327473028909,0.006260470605721274,-0.00376352307583374,0.0,0.0,-0.0,0.0,0.6893776996563079,-1.038005583901986,0.3374042222942362
5.982399999999995,0.7187744612239598,-1.022257848017199,0.303483386793154,-0.003426622577304858,0.0037690903471994347,-0.0072071759624366015,-0.003377311702036712,0.0,-0.0,0.0,0.0,0.7119705269446183,-1.0218660693720365,0.2928988991286807
5.982499999999995,0.7424621202446949,-1.0142221176039723,0.2717599973591892,-0.0028170684039058366,-0.004267618777317796,0.004191607633541366,-0.002828427124786662,0.0,0.0,0.0,0.0,0.7368166247160024,-1.0213181635060768,0.27312317786794393
5.982599999999994,0.7654170587912899,-1.0051854724091949,0.23976841361781415,0.00425847348442679,-0.0032931065777296736,0.0058297138725947675,-0.0021433071799613467,0.0,0.0,0.0,0.0,0.7675322250957552,-1.0106218861668859,0.24345482031044757
5.982699999999994,0.7876166231107825,-0.9951568305106668,0.2075402073997908,0.0029235525149126267,0.01090114111842673,-0.004613178337869544,-0.0013549516810352543,0.0,0.0,0.0,-0.0,0.7891852239446598,-0.9856106410732753,0.201572077380886
5.982799999999994,0.8090389049133755,-0.9841460889671692,0.17510718405369757,0.003301860892767907,-0.008324688420099464,0.0044763229649293305,-0.0005013329343179851,0.0,-0.0,0.0,-0.0,0.8118394328718255,-0.9929721103215866,0.17908217408430893
5.982899999999994,0.8296627629932732,-0.9721641140512625,0.14250135105789066,0.003446568024063062,-0.01930224264743592,0.0045295020685986636,0.00037643325320933096,0.0,-0.0,0.0,0.0,0.8334857642705457,-0.9910899234454891,0.14740728637969866
5.982999999999993,0.8494678440923593,-0.9592227305256845,0.1097548864332243,0.01713318080696369,0.012887495960095155,-0.004396420969040663,0.0012360679774412974,0.0,0.0,-0.0,0.0,0.8678370928767642,-0.9450991665881481,0.10659453344162494
5.983099999999993,0.8684346029869717,-0.9453347099733553,0.0769001069862803,-0.0032513201310769247,0.020394623620856023,-0.00898214745816796,0.0020361656629453075,0.0,0.0,0.0,0.0,0.8672194485188401,-0.9229039206895541,0.06995412519105765
5.983199999999993,0.8865443217758201,-0.9305137581939291,0.043969436418003625,-0.004097941832572299,-0.0032421541235946546,-0.009473026655186179,0.0027381884236644337,0.0,-0.0,0.0,-0.0,0.8851845683669123,-0.9310177238938593,0.03723459818648188
5.983299999999993,0.9037791283528728,-0.9147745016774571,0.01099537332447695,-0.006510181825983022,-0.015494704324961483,0.0006920443353716943,0.0033083222970573312,0.0,0.0,0.0,0.0,0.9005772688239471,-0.9269608837053612,0.014995739956905976
5.9833999999999925,0.9201220140448216,-0.8981324731698975,-0.021989540875033426,0.004927835380603965,-0.00248387180956755,0.0026160789503145185,0.0037191059435275012,0.0,0.0,0.0,0.0,0.9287689553689531,-0.8968972390359375,-0.015654355981191408
5.983499999999992,0.9355568503965891,-0.8806040963441707,-0.05495275405252968,0.009031778341767133,-0.0022897835987253537,-0.0063402066436633155,0.003950753362369125,0.0,0.0,-0.0,0.0,0.9485393821007254,-0.8789431265805269,-0.05734220733382388
5.983599999999992,0.9500684050881667,-0.8622066695919769,-0.08786173549630273,-0.0009115796612390007,-0.0015193907281780563,0.00021268273060878913,0.003992106913717909,0.0,0.0,-0.0,0.0,0.9531489323406456,-0.8597339534064371,-0.08365694585197603
5.983699999999992,0.9636423569670751,-0.8429583489523724,-0.12068400801481718,-0.0067212518157002245,-0.008907104335374786,0.004564296289107883,0.0038411747427302516,0.0,-0.0,0.0,0.0,0.9607622798941051,-0.8480242785450169,-0.11227853698297904
5.983799999999992,0.9762653101816128,-0.8228781301939504,-0.15338717998777843,-0.0065958497255299165,0.004636489139811819,0.004945525717322406,0.003505226720212579,0.0,0.0,0.0,0.0,0.9731746871762954,-0.814736414333926,-0.14493642755024344
5.983899999999991,0.9879248074009447,-0.8019858300683111,-0.18593897733275103,0.0052047423025976085,0.0041960590022886895,0.012415040960979909,0.0030004442785752884,0.0,-0.0,-0.0,0.0,0.9961299939821175,-0.7947893267874472,-0.1705234920931958
5.983999999999991,0.9986093421089838,-0.7803020667533206,-0.21830727535578182,0.0059460333696275385,-0.011955244958554453,0.010215846657584347,0.0023511410092383264,0.0,-0.0,0.0,0.0,1.0069065164878497,-0.7899061707026368,-0.20574028768895913
