time_s,Va_pu,Vb_pu,Vc_pu,Ia_pu,Ib_pu,Ic_pu
5.98,-0.004602453959544974,-0.875391790932277,0.872237133770302,0.0037131824008506103,-0.9375570433477828,0.9185312654530715
5.9801,0.03379881755278325,-0.8755359873612075,0.8440741167583211,0.032117389164379374,-0.9472874363337782,0.9135970326414456
5.9802,0.06411991764240993,-0.898768460884522,0.8324120622672054,0.07736277018085176,-0.9571865894228363,0.8846241962654116
5.9803,0.09547586243473777,-0.9028339969837285,0.8150677449943947,0.1111688053160856,-0.9639937204991249,0.8567868213431062
5.9803999999999995,0.12565695577082073,-0.9230427714364287,0.7979684010088554,0.13780805647942407,-0.9903019922933984,0.8538713943131242
5.980499999999999,0.15853769669334766,-0.9369668282450349,0.7756699682857756,0.17175377262332356,-0.9980372001147295,0.8210093462366242
5.980599999999999,0.18885421956375384,-0.942706165224352,0.7590381964369407,0.20842957356137692,-1.0029982143365848,0.7907040053164426
5.980699999999999,0.21340020227936435,-0.9573693335762792,0.7403871471441784,0.23771092911086672,-1.023984790859288,0.7797283777641151
5.980799999999999,0.24714684927109667,-0.9641217732018009,0.7138917214382593,0.2717449204746894,-1.0179773014595146,0.7634957984784678
5.980899999999998,0.27711313719834724,-0.9697161623884496,0.6938098730838568,0.30940997330901887,-1.0472603822957138,0.7473893803521796
5.980999999999998,0.2996441649634481,-0.9837206717804152,0.6664468100233704,0.3338166236847683,-1.0382522438180188,0.7238887551997003
5.981099999999998,0.3364203992790836,-0.9841332528319465,0.642047837986557,0.36799237324917133,-1.02832551399243,0.6740844265539692
5.981199999999998,0.36627292622346386,-0.9922034411496815,0.6181827333267291,0.3890832819584533,-1.0461053987031967,0.663986121577283
5.981299999999997,0.40229142040161747,-0.9945416847418079,0.5931118323491363,0.4364182972537609,-1.0655140808382706,0.6256226326354044
5.981399999999997,0.4342459454079561,-0.9944792602519248,0.566121957077404,0.46468645176499274,-1.0524066552488063,0.6079619459499723
5.981499999999997,0.46086957470341144,-0.993987621421746,0.5366933273797913,0.4685623301857342,-1.0673935042424159,0.5812655920575299
5.981599999999997,0.4836861501873891,-1.000533489805902,0.5230710264288977,0.5008976374189723,-1.0454294622308713,0.5535663529466456
5.9816999999999965,0.504081766887382,-1.0033860314512917,0.490608444599368,0.5245691028275369,-1.04685706575366,0.5351824603937523
5.981799999999996,0.532846129197396,-0.9924676783755416,0.4591613995155962,0.5843446378220876,-1.059876073753467,0.47472693256496556
5.981899999999996,0.5635696061817537,-0.989999972082852,0.43245254325665317,0.6006129869088593,-1.0732935535114747,0.45580092130613303
5.981999999999996,0.5881580158834403,-0.9928885826591701,0.41096153783041345,0.6392681304775479,-1.0665370642559016,0.4456282905110678
