time_s,Ia_pu,Ib_pu,Ic_pu,Ia_base_pu,Ib_base_pu,Ic_base_pu,ripple_pu,hf_energy,envelope_norm,Ia_transient_est_pu,Ib_transient_est_pu,Ic_transient_est_pu,Ia_noise_bg_est_pu,Ib_noise_bg_est_pu,Ic_noise_bg_est_pu,Ia_recon_pu,Ib_recon_pu,Ic_recon_pu
5.98,0.0024377366381903,-0.9052033907504948,0.8987463449072144,-0.00017098250756480193,-0.9105605309080808,0.9103248196476115,0.0001886414034716106,0.00282139097362804,0.024445048795270586,0.0,0.0,0.0,0.0024200777422834913,0.005168498754114316,-0.011767116143868692,1.7658895906808687e-05,-0.9103718895046091,0.9105134610510831
5.9801,0.0255339971477751,-0.9291163628015086,0.8893703475561169,0.03281121989057683,-0.9266159213763135,0.8933496589867466,0.0013723521836951236,0.004285661328173814,0.021566412216578554,0.0,0.0,0.0,-0.008649574926496853,-0.003872793608890134,-0.005351663614324808,0.03418357207427195,-0.9252435691926184,0.8947220111704417
5.9802,0.0736367722384931,-0.9285986533495714,0.8796322335876106,0.06576104157603319,-0.9417568538018477,0.8754928700678767,0.002468996527442784,0.0055270826218403344,0.0189187023336333,0.0,0.0,0.0,0.005406734135017134,0.010689203924833551,0.00167036699229109,0.06823003810347597,-0.9392878572744049,0.8779618665953195
5.9803,0.1087898749301089,-0.9572669865762572,0.857516640076692,0.09864596505288104,-0.9559683859123667,0.8567720753857891,0.0034076531155982823,0.006545654854627601,0.016501919146434833,0.0,0.0,0.0,0.0067362567616295835,-0.0047062537794888195,-0.0026630884246953888,0.10205361816847931,-0.9525607327967683,0.8601797285013875
5.9804,0.119073666704251,-0.9699671784615638,0.8342339579332994,0.13143353687213072,-0.9692364926415487,0.837205750104501,0.004127535424873288,0.007341378026535614,0.014316062654983149,0.0,0.0,0.0,-0.016487405592753007,-0.004858221244888408,-0.007099327596074981,0.135561072297004,-0.9651089572166753,0.8413332855293744
5.980499999999999,0.1574027783338846,-0.972366368838776,0.8141735859328588,0.16409139965817784,-0.9815480799696524,0.8168132038252276,0.004582159997405518,0.007914252137564373,0.012361132859278244,0.0,0.0,0.0,-0.011270781321698755,0.004599551133470884,-0.007221777889774291,0.16867355965558337,-0.9769659199722469,0.8213953638226331
5.980599999999999,0.2016474361845818,-0.981617444246032,0.7930204445636915,0.19658732404399473,-0.992890997846659,0.7956145615286908,0.004742772038454307,0.008264277187713876,0.010637129759320126,0.0,0.0,0.0,0.00031734010213276855,0.006530781562172678,-0.007336889003453645,0.20133009608244903,-0.9881482258082047,0.8003573335671451
5.980699999999999,0.2305184889687358,-0.9943695237890108,0.7698638906881042,0.2288892404752563,-1.003254052181978,0.7736307437156389,0.004600753516080423,0.008391453176984167,0.009144053355108789,0.0,0.0,0.0,-0.002971505022600916,0.004283774876886738,-0.00836760654361508,0.23348999399133671,-0.9986532986658975,0.7782314972317194
5.980799999999999,0.2649191212655666,-1.0208763246735657,0.7723785256358209,0.2609652708603027,-1.0126270158921273,0.7508834457601146,0.004168719903548885,0.007580431852822718,0.007881903646644232,0.0,0.0,0.0,-0.00021486949828497005,-0.012418028684987254,0.01732635997215743,0.2651339907638516,-1.0084582959885784,0.7550521656636634
5.980899999999998,0.2897873284228635,-1.0117156998828116,0.7328014396364654,0.29278376002973006,-1.0210006389935367,0.7273951164988851,0.0034800309854691896,0.007122955557150581,0.006850680633926457,0.0,0.0,0.0,-0.006476462592335768,0.005804908125255843,0.0019262921521110816,0.29626379101519923,-1.0175206080080674,0.7308751474843543
