1,0,0.11743402,-0.91395646,0.80319628,-0.06896732,-0.11388408,0.22207163,0,0,0,0,0
2,208,0.16950967,-0.93577351,0.76070884,-0.06542870,-0.12647527,0.18399524,0,0,0,0,0
3,416,0.22926217,-0.95940989,0.72089421,-0.06464248,-0.13834258,0.20578771,0,0,0,0,0
4,625,0.28561142,-0.97629881,0.68257593,-0.06204668,-0.14836652,0.17087590,0,0,0,0,0
5,833,0.36213666,-0.98616730,0.63006385,-0.04859846,-0.15136279,0.19173505,0,0,0,0,0
6,1041,0.40752953,-0.99144257,0.58383699,-0.03280733,-0.18063943,0.18904064,0,0,0,0,0
7,1250,0.46819213,-1.00443733,0.52419623,-0.00527962,-0.15174984,0.18460428,0,0,0,0,0
8,1458,0.53351911,-1.00114628,0.45915817,0.00054657,-0.17323956,0.16452019,0,0,0,0,0
9,1666,0.57968714,-0.98992378,0.39683527,0.01429103,-0.18794103,0.16876981,0,0,0,0,0
10,1875,0.64455241,-0.99562183,0.34651250,0.02674864,-0.16556588,0.14483749,0,0,0,0,0
11,2083,0.69988577,-0.97592108,0.27440860,0.03713604,-0.18771711,0.15174993,0,0,0,0,0
12,2291,0.73499311,-0.95801862,0.21897017,0.04767729,-0.17972903,0.15182890,0,0,0,0,0
13,2500,0.76854172,-0.93855856,0.16328557,0.06853943,-0.17199925,0.12613145,0,0,0,0,0
14,2708,0.82723200,-0.91677937,0.09031077,0.08856787,-0.19927190,0.11752391,0,0,0,0,0
15,2916,0.86250005,-0.89414634,0.03036265,0.09564332,-0.21152752,0.10523854,0,0,0,0,0
16,3125,0.88704329,-0.84970425,-0.04296155,0.10336506,-0.23328374,0.10260070,0,0,0,0,0
17,3333,0.92367402,-0.81028184,-0.11080903,0.11073355,-0.20462702,0.06651572,0,0,0,0,0
18,3541,0.94010616,-0.76823378,-0.16998391,0.13687838,-0.19920282,0.08496134,0,0,0,0,0
19,3750,0.97213783,-0.73240410,-0.23167303,0.15179655,-0.20438400,0.07026308,0,0,0,0,0
20,3958,0.97097999,-0.67497573,-0.29154675,0.15091598,-0.17182958,0.03825538,0,0,0,0,0
21,4166,0.99147877,-0.62209203,-0.36584568,0.17098654,-0.18744999,0.03114177,0,0,0,0,0
22,4375,1.00591764,-0.56863603,-0.41176176,0.17631741,-0.19408858,0.01478857,0,0,0,0,0
23,4583,0.99986471,-0.51761590,-0.48053313,0.18284542,-0.15765406,0.00330072,0,0,0,0,0
24,4791,1.00896266,-0.46111606,-0.52626946,0.19077392,-0.16831448,-0.01880915,0,0,0,0,0
