1,0,0.93209811,-0.15461888,-0.77113187,0.18796169,-0.12897427,-0.08904566,0,0,0,0,0
2,208,0.90737242,-0.08605829,-0.81999135,0.19324838,-0.11356145,-0.07805840,0,0,0,0,0
3,416,0.87620442,-0.01654861,-0.86102940,0.22351276,-0.07480656,-0.09873876,0,0,0,0,0
4,625,0.83907473,0.04799382,-0.89130167,0.21405340,-0.08429991,-0.11270252,0,0,0,0,0
5,833,0.80902743,0.11295581,-0.91583685,0.20524575,-0.07313060,-0.11464135,0,0,0,0,0
6,1041,0.76171840,0.17936765,-0.93195630,0.20585439,-0.08871297,-0.11839312,0,0,0,0,0
7,1250,0.72036455,0.25063437,-0.95691111,0.18679782,-0.03086078,-0.12312609,0,0,0,0,0
8,1458,0.67636956,0.30741205,-0.96676115,0.20556940,-0.04851733,-0.16832374,0,0,0,0,0
9,1666,0.62335532,0.35800090,-0.99217643,0.19338574,-0.03367593,-0.17016763,0,0,0,0,0
10,1875,0.57863003,0.41936965,-0.99160800,0.17420721,-0.02674443,-0.15858726,0,0,0,0,0
11,2083,0.51119936,0.48447392,-1.00469114,0.16062471,-0.00685662,-0.16612304,0,0,0,0,0
12,2291,0.46719730,0.53829097,-1.00543083,0.16172167,-0.00315016,-0.17950226,0,0,0,0,0
13,2500,0.39782051,0.60329298,-0.99936411,0.15790074,0.01101790,-0.16967104,0,0,0,0,0
14,2708,0.34261017,0.64130004,-0.98283657,0.13910389,0.04623660,-0.18338011,0,0,0,0,0
15,2916,0.28264605,0.69275638,-0.97199527,0.12000570,0.04595884,-0.18959212,0,0,0,0,0
16,3125,0.22314108,0.72254720,-0.95550790,0.12896515,0.07984983,-0.19299816,0,0,0,0,0
17,3333,0.15608545,0.77321546,-0.92843108,0.13939443,0.08032171,-0.18123874,0,0,0,0,0
18,3541,0.08774290,0.82445220,-0.91227842,0.11374648,0.06716939,-0.20378130,0,0,0,0,0
19,3750,0.01833598,0.85199820,-0.87511286,0.11634665,0.10099822,-0.19439803,0,0,0,0,0
20,3958,-0.04270580,0.88335933,-0.84810327,0.07578231,0.11568512,-0.18827459,0,0,0,0,0
21,4166,-0.10670621,0.91894738,-0.80068305,0.08451203,0.09988123,-0.20545734,0,0,0,0,0
22,4375,-0.16719948,0.93929709,-0.77052030,0.05863317,0.12629638,-0.18364172,0,0,0,0,0
23,4583,-0.24661042,0.96246630,-0.72545065,0.04151446,0.11283126,-0.19100988,0,0,0,0,0
24,4791,-0.29940582,0.97792469,-0.67311040,0.06347500,0.14231454,-0.18945515,0,0,0,0,0
25,5000,-0.34233774,0.98797216,-0.62663783,0.04519433,0.16273210,-0.19497348,0,0,0,0,0
26,5208,-0.41375745,0.99807495,-0.57139390,0.00385965,0.16933796,-0.19040865,0,0,0,0,0
27,5416,-0.47627010,1.00190613,-0.52070756,-0.00028981,0.16231588,-0.17490272,0,0,0,0,0
28,5625,-0.53792555,1.00034517,-0.46587818,-0.02209947,0.19084134,-0.17166099,0,0,0,0,0
29,5833,-0.58361180,0.99919165,-0.40383006,-0.02678603,0.18944013,-0.15773926,0,0,0,0,0
30,6041,-0.63009573,0.98828804,-0.34141119,-0.06128004,0.20345969,-0.13969438,0,0,0,0,0
31,6250,-0.68899141,0.97710420,-0.27227679,-0.05050994,0.20666405,-0.14084205,0,0,0,0,0
32,6458,-0.73584744,0.95086527,-0.22821327,-0.04546468,0.19799037,-0.13664591,0,0,0,0,0
33,6666,-0.78428110,0.94073486,-0.15257216,-0.05670882,0.20399580,-0.12641014,0,0,0,0,0
34,6875,-0.81652722,0.90617262,-0.09070949,-0.08949768,0.20957076,-0.11336019,0,0,0,0,0
35,7083,-0.85813428,0.88485226,-0.01710644,-0.08638573,0.20913034,-0.11292886,0,0,0,0,0
36,7291,-0.88868424,0.84102416,0.03035720,-0.08958519,0.20320125,-0.10129318,0,0,0,0,0
37,7500,-0.90982943,0.80899622,0.10923589,-0.11988830,0.20412804,-0.08739501,0,0,0,0,0
38,7708,-0.93727655,0.76887467,0.16069819,-0.13065395,0.20565809,-0.06200563,0,0,0,0,0
39,7916,-0.96203694,0.73218960,0.23727307,-0.13494310,0.19599728,-0.04659978,0,0,0,0,0
40,8125,-0.97561467,0.67718280,0.29328768,-0.15500638,0.20033728,-0.04166136,0,0,0,0,0
41,8333,-0.98492190,0.63646860,0.35646724,-0.15501489,0.17163184,-0.03389933,0,0,0,0,0
42,8541,-1.00144181,0.57071086,0.41954084,-0.17712043,0.18301470,-0.03649785,0,0,0,0,0
