1,0,0.83730575,0.04271324,-0.88261386,0.21052916,-0.09360664,-0.11232672,0,0,0,0,0
2,208,0.81508575,0.09705657,-0.91449776,0.21556138,-0.06127153,-0.11191337,0,0,0,0,0
3,416,0.75895435,0.16755715,-0.94070548,0.21781201,-0.06294254,-0.12472408,0,0,0,0,0
4,625,0.71980941,0.23606168,-0.95731078,0.20851006,-0.03937806,-0.10600462,0,0,0,0,0
5,833,0.67350230,0.30148978,-0.98357574,0.21124002,-0.02709165,-0.14237139,0,0,0,0,0
6,1041,0.62962185,0.35113029,-0.98900922,0.20593422,-0.02663339,-0.14891296,0,0,0,0,0
7,1250,0.58180674,0.41282565,-1.00031372,0.20006518,-0.01168262,-0.15715961,0,0,0,0,0
8,1458,0.51841764,0.48247579,-1.00880702,0.15708452,0.00919095,-0.19363609,0,0,0,0,0
9,1666,0.46424295,0.52882636,-1.00336830,0.16980829,0.01432592,-0.18124102,0,0,0,0,0
10,1875,0.40645197,0.58767431,-0.98917059,0.16684606,0.04001214,-0.18283111,0,0,0,0,0
11,2083,0.35666693,0.63872793,-0.98571453,0.13458191,0.06392290,-0.19661951,0,0,0,0,0
12,2291,0.28309401,0.69204562,-0.97427958,0.12937272,0.04022241,-0.20061970,0,0,0,0,0
13,2500,0.21746262,0.73860471,-0.95638797,0.13056859,0.05515903,-0.21737722,0,0,0,0,0
14,2708,0.16255746,0.77074045,-0.93944075,0.10554439,0.06786294,-0.21546693,0,0,0,0,0
15,2916,0.09136395,0.81845073,-0.90719883,0.10863606,0.07089856,-0.21153614,0,0,0,0,0
16,3125,0.02942746,0.85628264,-0.88017100,0.09179931,0.07112271,-0.20346415,0,0,0,0,0
17,3333,-0.03949786,0.88947964,-0.84286051,0.08417672,0.08635669,-0.20935884,0,0,0,0,0
18,3541,-0.11247050,0.91772937,-0.80652416,0.05340818,0.09230721,-0.19641090,0,0,0,0,0
19,3750,-0.16715402,0.94170005,-0.77250795,0.05560599,0.10328826,-0.20647793,0,0,0,0,0
20,3958,-0.22791647,0.95737842,-0.72552274,0.04380724,0.13042240,-0.21011305,0,0,0,0,0
