1,0,-0.64679384,0.97306083,-0.33071612,-0.05846723,0.19712396,-0.16790708,0,0,0,0,0
2,208,-0.69406734,0.96614107,-0.27214626,-0.05383568,0.19471156,-0.13445926,0,0,0,0,0
3,416,-0.74157596,0.93691030,-0.20834441,-0.06936060,0.20363925,-0.13905167,0,0,0,0,0
4,625,-0.79335127,0.92958126,-0.14391202,-0.08191394,0.19990672,-0.13603576,0,0,0,0,0
5,833,-0.82731391,0.90239582,-0.08488560,-0.09705313,0.19439895,-0.13344264,0,0,0,0,0
6,1041,-0.86908133,0.88513556,-0.02510586,-0.10192946,0.19877516,-0.10841736,0,0,0,0,0
7,1250,-0.89784338,0.84201877,0.05880559,-0.11567766,0.18519254,-0.11567877,0,0,0,0,0
8,1458,-0.91653967,0.79305878,0.11907515,-0.11847158,0.18822953,-0.08616536,0,0,0,0,0
9,1666,-0.95291957,0.76091638,0.18051504,-0.11503588,0.17588277,-0.08416610,0,0,0,0,0
10,1875,-0.97063760,0.72205230,0.24999899,-0.14355455,0.17600497,-0.06496658,0,0,0,0,0
11,2083,-0.97462889,0.67151220,0.31811264,-0.13596126,0.16314371,-0.06095716,0,0,0,0,0
12,2291,-0.98869785,0.62009541,0.36356994,-0.13582692,0.17363641,-0.05323177,0,0,0,0,0
13,2500,-1.00266763,0.56824311,0.42750447,-0.14103878,0.18813669,-0.01373261,0,0,0,0,0
14,2708,-1.01184401,0.51839085,0.48730128,-0.15428694,0.17803190,-0.00461589,0,0,0,0,0
15,2916,-0.99451713,0.46108754,0.53097164,-0.14020724,0.15603770,0.02381516,0,0,0,0,0
16,3125,-0.98459851,0.40227453,0.59184131,-0.17554435,0.14336025,0.01870109,0,0,0,0,0
17,3333,-0.98567828,0.34183227,0.64139184,-0.16954185,0.15083159,0.05694501,0,0,0,0,0
18,3541,-0.97013475,0.27426852,0.68202266,-0.19122901,0.13475617,0.02681744,0,0,0,0,0
19,3750,-0.94500653,0.21810070,0.73173219,-0.18564892,0.12686922,0.07210843,0,0,0,0,0
20,3958,-0.92246387,0.15187309,0.76890657,-0.20243777,0.09299721,0.09355674,0,0,0,0,0
21,4166,-0.89870334,0.08959614,0.81578300,-0.20138240,0.09783540,0.09798896,0,0,0,0,0
22,4375,-0.86218346,0.01465555,0.85366638,-0.21169497,0.07876453,0.10969083,0,0,0,0,0
23,4583,-0.83863578,-0.04267460,0.87678212,-0.19318350,0.09651423,0.12852989,0,0,0,0,0
24,4791,-0.80801884,-0.11584727,0.91055094,-0.18924540,0.08417957,0.13125111,0,0,0,0,0
25,5000,-0.76964623,-0.17229948,0.94580896,-0.20094798,0.07736340,0.13186698,0,0,0,0,0
26,5208,-0.72419219,-0.24859055,0.95669206,-0.21177623,0.06812570,0.14059218,0,0,0,0,0
27,5416,-0.67974733,-0.30900592,0.97701942,-0.19415122,0.04333682,0.14796150,0,0,0,0,0
28,5625,-0.61717512,-0.36352170,0.98325141,-0.21437599,0.03020643,0.16288637,0,0,0,0,0
29,5833,-0.56715943,-0.42414102,0.99669463,-0.19183724,0.03232274,0.16155172,0,0,0,0,0
30,6041,-0.51087321,-0.48393410,0.99143727,-0.17862877,0.01137232,0.17337465,0,0,0,0,0
31,6250,-0.46270436,-0.53980901,1.00077201,-0.17690245,0.01583378,0.19645335,0,0,0,0,0
32,6458,-0.40012933,-0.60047428,0.99467545,-0.16113618,-0.01610732,0.18360939,0,0,0,0,0
33,6666,-0.34358990,-0.65509441,0.99162170,-0.16679449,-0.02385867,0.20262041,0,0,0,0,0
34,6875,-0.27555169,-0.69426649,0.97205944,-0.15801604,-0.03466268,0.18871420,0,0,0,0,0
35,7083,-0.20463495,-0.74095242,0.94714711,-0.14010134,-0.03906775,0.18586836,0,0,0,0,0
36,7291,-0.14942901,-0.78314926,0.93246717,-0.13060516,-0.04847237,0.20425969,0,0,0,0,0
37,7500,-0.08509573,-0.82719071,0.91179179,-0.09137426,-0.05881191,0.20120950,0,0,0,0,0
38,7708,-0.01973416,-0.85974827,0.86905905,-0.08819387,-0.08933749,0.18931159,0,0,0,0,0
39,7916,0.05082283,-0.88417232,0.84424405,-0.07017816,-0.11730183,0.19637085,0,0,0,0,0
40,8125,0.11759058,-0.91299108,0.79957724,-0.05454446,-0.12440717,0.18021115,0,0,0,0,0
41,8333,0.17308300,-0.92941258,0.76330272,-0.06232863,-0.13006604,0.20207300,0,0,0,0,0
42,8541,0.24106643,-0.96145696,0.71784445,-0.04054846,-0.15392949,0.18231747,0,0,0,0,0
43,8750,0.30179753,-0.97723817,0.67238110,-0.03664584,-0.15320185,0.18667286,0,0,0,0,0
44,8958,0.35940733,-0.99211761,0.61493324,-0.01925349,-0.14872919,0.17565268,0,0,0,0,0
45,9166,0.42222090,-0.99912987,0.56681400,0.00134710,-0.17659617,0.14888126,0,0,0,0,0
46,9375,0.48402781,-1.00003597,0.51856952,-0.01258343,-0.19075058,0.14954486,0,0,0,0,0
47,9583,0.54206357,-0.99196489,0.46144912,0.02020749,-0.22536761,0.18426607,0,0,0,0,0
48,9791,0.60795050,-0.99317982,0.40074663,0.04410750,-0.20384850,0.12847743,0,0,0,0,0
