time_s,Ia_pu,Ib_pu,Ic_pu
5.98,0.0024377366381903155,-0.9052033907504948,0.8987463449072144
5.9801,0.025533997147775128,-0.9291163628015086,0.8893703475561169
5.9802,0.07363677223849313,-0.9285986533495714,0.8796322335876106
5.9803,0.10878987493010898,-0.9572669865762573,0.857516640076692
5.9803999999999995,0.11907366670425101,-0.9699671784615638,0.8342339579332994
5.980499999999999,0.15740277833388466,-0.972366368838776,0.8141735859328588
5.980599999999999,0.2016474361845818,-0.9816174442460319,0.7930204445636915
5.980699999999999,0.23051848896873584,-0.9943695237890107,0.7698638906881042
5.980799999999999,0.2649191212655666,-1.0208763246735657,0.7723785256358209
5.980899999999998,0.2897873284228635,-1.0117156998828116,0.7328014396364654
5.980999999999998,0.33473909586956374,-1.0320933772062437,0.7129172770899259
5.981099999999998,0.36454239920169246,-1.0288779320135562,0.6764631998269508
5.981199999999998,0.38898604059516473,-1.0481988103977813,0.6526445305716793
5.981299999999997,0.42713917924571804,-1.0383548622757899,0.6214436512876957
5.981399999999997,0.45105949295870607,-1.0525191313682125,0.5782867414680997
5.981499999999997,0.4691899471624939,-1.059447826554461,0.5602211746915959
5.981599999999997,0.5073188658678702,-1.0455316547674094,0.5279709121920445
5.9816999999999965,0.5245740922189435,-1.050257605171766,0.4952023375617878
5.981799999999996,0.5667298626277671,-1.0569066605246555,0.47398209057277324
5.981899999999996,0.5863451713478344,-1.0390137384016023,0.4641493316690462
5.981999999999996,0.6118913899325131,-1.0515774355745553,0.42291375982391455
5.9820999999999955,0.6341227221208974,-1.0440106189618534,0.4030750884007599
5.982199999999995,0.6751070611391354,-1.037112990148119,0.36532005149914093
5.982299999999995,0.6893776996563079,-1.038005583901986,0.3374042222942362
5.982399999999995,0.7119705269446183,-1.0218660693720365,0.2928988991286807
5.982499999999995,0.7368166247160024,-1.0213181635060768,0.27312317786794393
5.982599999999994,0.7675322250957552,-1.0106218861668859,0.24345482031044757
5.982699999999994,0.7891852239446598,-0.9856106410732753,0.201572077380886
5.982799999999994,0.8118394328718255,-0.9929721103215866,0.17908217408430893
5.982899999999994,0.8334857642705457,-0.9910899234454891,0.14740728637969866
5.982999999999993,0.8678370928767642,-0.9450991665881481,0.10659453344162494
5.983099999999993,0.8672194485188401,-0.9229039206895541,0.06995412519105765
5.983199999999993,0.8851845683669123,-0.9310177238938593,0.03723459818648188
5.983299999999993,0.9005772688239471,-0.9269608837053612,0.014995739956905976
5.9833999999999925,0.9287689553689531,-0.8968972390359375,-0.015654355981191408
5.983499999999992,0.9485393821007254,-0.8789431265805269,-0.05734220733382388
5.983599999999992,0.9531489323406456,-0.8597339534064371,-0.08365694585197603
5.983699999999992,0.9607622798941051,-0.8480242785450169,-0.11227853698297904
5.983799999999992,0.9731746871762954,-0.814736414333926,-0.14493642755024344
5.983899999999991,0.9961299939821175,-0.7947893267874472,-0.1705234920931958
5.983999999999991,1.0069065164878497,-0.7899061707026368,-0.20574028768895913
5.984099999999991,1.0142421956689942,-0.7506660740892788,-0.2568818703540264
5.984199999999991,1.0124377667844038,-0.7174755024273335,-0.26814759670832944
5.98429999999999,1.026444247583292,-0.7094697285459448,-0.31836628693855645
5.98439999999999,1.031340340189062,-0.6897849950372763,-0.3379457561214049
5.98449999999999,1.0370063043993278,-0.6637383983191342,-0.3775584160099537
5.98459999999999,1.0461421706444385,-0.6324567124314595,-0.4127382567581777
5.9846999999999895,1.0439682071736573,-0.6252512238562358,-0.45471702679793663
5.984799999999989,1.0497400651442137,-0.5833653092945603,-0.4718587624325795
