trip,DP,D_v,ifdi
True,0.026923270548900452,29.079348725310734,1.169767562536456
False,-0.028102800617575953,35.043068822465166,0.8914256848464142
False,0.01465904233774041,30.02233771611069,0.5791971343869664
False,0.01806918508344245,39.24468274339051,0.000987312902076682
True,0.023781474627733595,23.593767575397266,1.6883757272006896
False,0.023835475543269178,34.84636072752853,0.8604311801608213
False,-0.02811481798655753,33.31560513632263,0.8452874709436623
False,0.012897980999619866,27.06083953792428,0.2819211215388891
False,0.013890862663586835,30.189084815800893,0.2548829049202799
True,0.015239218058817876,15.962484182050186,2.090671560484043
True,-0.02207107857020202,16.760776209381593,1.8209925069319897
False,0.0247769907256028,27.790562264082492,0.6342664470960068
True,-0.028034374242479593,23.988663425776828,1.3831356063903253
True,-0.029863075983487718,24.24105430854894,1.8008540761186795
False,-0.02701337650158212,33.306826662099795,0.666485818102892
True,0.02888786797193421,16.819432130890384,2.1845978841729665
True,-0.02780944234607969,37.08073355462325,1.4841763455747157
True,0.018105206356672336,17.322559244426028,1.265481032429213
True,-0.02835580530010562,25.75211176992294,1.6018212012148814
True,0.02846434419716224,33.29420787434181,1.261088730080834
False,0.01599637780005997,29.896116319504202,0.50326542329465
False,-0.019662877497928388,19.046477113678947,0.5612243690105532
False,0.014207695412860655,20.680413855031794,0.9663469193080353
False,-0.010428704264869122,33.54139119011324,0.6713346372986742
False,-0.013886353646920384,30.573254805289558,0.9799451120590612
True,0.01325044199861949,24.74811973133513,1.3151894631641905
False,0.022147678672292177,36.55675356163823,0.5313411842748124
True,-0.02545408216589053,18.389752271426165,1.9281710777872323
False,0.028007793558748655,33.72569644840746,0.8843417109127453
True,0.018286528814584216,16.029362888910192,1.220458508106686
True,-0.01974991343239746,18.01228400817776,1.5166609592329168
True,0.021387637819199577,19.67438727633913,1.6663261916524785
True,0.01929214822168674,23.07061570444396,1.5849310530639165
False,0.026333285669365873,30.190718669163324,1.0394786910979414
True,-0.01921593728285743,34.75505531928374,1.2407958855133658
