trip,ifdi
False,0.31957599088308747
False,0.10858870396907784
False,0.001016630891732644
False,0.004637166856121629
False,0.5928862438291579
False,0.7147486539160267
False,0.20321053328939784
False,0.00050913920537727
False,0.0009052490401874531
False,0.3559742223812639
False,0.2114906247980235
False,0.30565929142887155
False,0.0004706369014092241
False,0.4576664921208332
False,0.3658698664776296
False,0.0006523021022673848
False,0.310361869796686
False,0.4026476587741899
False,0.5825352858622648
False,0.0001625629238605895
False,0.00022896613293225626
False,0.1764616941201754
False,0.0001368124064519983
False,0.15466526919154366
False,0.47008912800950425
False,0.2238744184176563
False,0.12265514116243538
False,0.9865150706216073
False,0.13914026354582054
False,1.015639859464664
False,0.001069544469821812
False,0.0004395248267858676
False,0.00022417079572499993
False,1.1051700797572275
False,0.0002016774967830997
False,0.1041619280484161
False,0.00025511414422666514
False,0.6018716994696008
False,0.30328147892760104
False,0.29678706157603846
False,0.22856039980218096
False,0.14713238487496821
False,0.00028707316499550364
False,0.44641248539694606
False,0.26618212005987774
False,0.6245892998580815
False,0.0005018550198543695
False,0.27101115033635853
False,0.23618061442746757
False,0.24659622183327837
False,0.0006616704329331295
False,0.2408475164861581
False,0.1471242608866257
False,0.14586095885091363
False,0.2587934217376338
False,0.0008513090623033262
False,0.21115660603604244
False,0.4528953913659518
False,0.2182594665389079
False,0.4803341476369683
False,0.07891031348461265
False,0.0005024613526647222
False,0.3448093891246548
False,0.1231604257430795
False,0.2617151943552988
False,0.5307665592552304
False,0.0003261408713019109
False,0.667009949170573
False,0.0001295069904361428
False,0.07945265535322968
False,0.15335035530532054
False,0.46643518958481167
False,0.0007078281497934042
False,0.0015867818181827767
False,0.26365330215555677
False,0.17544504248822845
False,0.29806744565448595
False,0.14044476467963762
False,0.10252059643024206
False,0.023864380897885767
False,0.5008242517562617
False,0.2868034945684719
False,0.0003763451898931532
False,0.5506673724866509
False,0.6320631379456059
False,0.0001500438004351587
False,0.6350461093961584
False,0.25430104441128587
False,0.19033222527225427
False,0.0004008179369685903
False,0.00022455346119778472
False,0.41262280610092056
False,0.4947368927903248
False,0.23420940258372097
False,0.14521664120968347
False,0.26534191878387214
False,0.7147477039425227
False,0.13268963405794093
False,0.28448459874493104
False,0.0005387599523962399
False,1.0230341135691572
False,0.614545229380238
False,0.5191536919239915
False,0.18147696980512104
False,0.2768352499842014
False,0.08128072879338544
False,0.23651481771207683
False,0.05015427076690092
False,0.2875321890797414
False,0.15017072480796548
False,0.00046810218434740586
False,0.05829337279306707
False,0.3414738831619786
False,0.06485572968999213
False,0.38542219863070293
False,0.015886055461789964
False,0.42884717316988064
False,0.00036254119875614216
False,0.3033410315003773
False,0.2461566423622903
False,0.11168337503819897
False,0.2051254181217819
False,0.3512365621431973
False,0.0014327208094385303
False,0.3689940844616216
False,0.3849265031336687
False,0.0001514235172907346
False,0.0007136297469760623
False,0.1206116775893113
False,0.05777245147249304
False,0.15665176837805547
False,0.28032651779340734
False,0.00010545165755680309
False,0.237708656964396
False,0.15187851255540408
False,0.17347954122019874
False,0.0010080390478024765
False,0.5419975719887911
False,0.06388241152840203
False,0.3513154797007934
False,0.0008904961908046127
False,0.0006302119258977288
False,0.27895794818843467
False,0.25240128997207734
False,0.10621043583706401
False,0.12186501356025956
False,0.0004908051174146088
False,0.4051602053490986
False,0.001038527599832725
False,0.0002081680253151432
False,0.42922007717087435
False,0.26252946642029856
False,0.7636797393487186
False,0.7495323465588775
False,0.0659791781182446
False,0.37123268398087494
False,0.2945124922437355
False,0.000544668618960792
False,0.0008206546232432224
False,0.0005719455609489685
False,0.3998947716778228
False,0.1325811637896624
False,0.22151378277593997
False,0.0003542081793290716
False,0.08217459112654182
False,0.0005070168995763516
False,0.019129592373940085
False,0.0004625183964955149
False,0.00039304768826172847
False,0.09502293022308853
False,0.2737026058464136
False,0.06573188620365732
False,0.0003892822609991648
False,0.7560667744584145
False,0.00018672288863521024
False,0.0003978207944303136
False,0.0004124737121477263
False,0.1413635290004872
False,0.010480945615914582
False,0.0002732036360067095
False,0.0002915241294926444
False,0.5705468438607559
False,9.848607511911663e-05
False,0.00036010099717085655
False,0.5770565510059071
False,0.16264022761968308
False,0.31812977739743525
False,0.3136904207030849
False,0.014920709665654288
False,0.0003417226527292775
False,0.0003323332985754264
False,0.0006941696526936421
False,0.1711729878649926
False,0.731671209433194
False,0.13256594253004653
False,0.09849174686364971
False,0.09152975409529715
False,0.4417626660166451
False,0.23098097489407024
False,0.04976447281669391
False,0.32917752107105147
False,0.1296151133173179
False,0.2403979488995289
False,0.23754505484044813
False,0.0013718034813379552
False,0.05744750001998372
False,0.07697523085853945
False,0.0005818784327898811
False,0.6497647045495292
False,0.0006433481093573307
False,0.7410270892926818
False,0.12350580531163807
False,0.00027308227056229757
False,0.19974240294747408
False,0.40891919071548727
False,0.19712554583390773
False,0.0005672517494659915
False,0.24829719236517508
False,0.4222533902442829
False,0.42132088243011556
False,0.16689370354717203
False,0.1411661572012475
False,0.12683429283143025
False,0.5755580534567188
False,0.36853258060156485
False,0.3257619125554219
False,0.258153968988192
False,0.0009959009097332788
False,0.33539022460205614
False,0.0004310626515156793
False,0.24963314107263387
False,0.00033377339023946985
False,0.0006319034661458788
False,0.3092042124608107
False,0.0756475056074791
False,0.00011472090714500983
False,0.22900940237621334
False,0.26811314192183383
False,0.24539309671599854
False,0.2697983960078837
False,0.04767889005792019
False,0.15544401158366544
False,0.0002211744037804486
False,0.15646388429285848
False,0.188895551870665
False,0.12090637540331
False,0.000914395276195273
False,0.42155196905053677
False,0.00035803169675679877
False,0.46739352085108393
False,0.0002157372609800187
False,0.09815521592753118
False,0.0007045585977692502
False,0.2196533006213659
False,0.0004623977981839807
False,0.0847534157940478
False,0.20340912718600412
False,0.303519442079014
False,0.16460373420255597
False,0.554373768044532
False,0.21205223508554347
False,0.0005512140582123447
False,0.3025400859834982
False,0.7032212693727502
False,0.2727841615547106
False,0.00016751151861763036
False,0.0002641832096325393
False,0.8424702835271612
False,0.1281385567114091
False,0.411248338873664
False,0.3245167783479031
False,0.21987623779091142
False,0.25099986981928807
False,0.11789398922326086
False,0.2965405197368715
False,0.3312656005128624
False,0.17373934944874972
False,0.22584386317488936
False,0.0003126005611345483
False,0.19993002779356947
False,0.1112824845188842
False,0.12403445251282555
False,0.0008020781067835275
False,0.1930071504939445
False,0.00028903779817874507
False,0.23034468262632968
False,0.7536843953135817
False,0.7666167781900831
False,0.044517324670875824
False,0.5321909521399948
False,0.09888463403745637
False,0.03946248255465908
False,0.3988330983033856
False,0.11533884099458362
False,0.3903501993276764
False,0.16604744669506566
False,0.1001713823089041
False,0.20007444142777722
False,0.3977705275553223
False,0.34672868040119736
False,0.05005405710530629
False,0.13605186550093878
False,0.24007174129922565
False,0.000979244458840506
False,0.07818733509092049
False,0.0004138866282227171
False,0.3355947023587605
False,0.30320772441298605
False,0.33301774245104815
False,0.00044562921539119654
False,0.6953549084068179
False,0.1640785325966948
False,0.17277989299737231
False,0.21422889850139576
False,0.11158019180808479
False,0.00017036325920551231
False,0.5787600141628009
False,0.3501220398593042
False,0.00022504695189045975
False,0.00041141335589593573
False,9.646536758468496e-05
False,0.15520269397724473
False,0.13198105051634934
False,0.27827308639942294
False,0.7370737094321943
False,0.14587044030672539
False,0.13995044396505274
False,0.01990183346929971
False,0.21103182419810657
False,0.33922400641818456
False,0.24593450859584298
False,0.3462918994811019
False,0.27090390060998865
False,0.13710294605871176
