time_s,Va_pu,Vb_pu,Vc_pu,Ia_pu,Ib_pu,Ic_pu
5.98,0.005217163541901318,-0.8717966675424617,0.8649629513668211,0.009402517356490924,-0.859027546469135,0.8825878274404096
5.9801,0.024364981072477053,-0.8787351216442988,0.8479950935055922,0.053607775188330924,-0.8906580977318315,0.866531354968923
5.9802,0.0532644057822192,-0.9012810670141995,0.8361030287074406,0.06724019100465563,-0.9040804155642693,0.83255363897962
5.9803,0.08522042601419655,-0.9133519270480134,0.8182986060109881,0.09436499270899527,-0.9067932108545517,0.8117774014305751
5.9803999999999995,0.12563145786698166,-0.9178458855214413,0.800567079238181,0.11133011089068827,-0.9217294685106376,0.8025354656885222
5.980499999999999,0.15515455443210024,-0.9438425316583154,0.7796851415010714,0.155868867547185,-0.938966367018476,0.7978464949123454
5.980599999999999,0.190661033047275,-0.9362078110960379,0.7576324202939084,0.17420383097731215,-0.9503383451811268,0.74821725585588
5.980699999999999,0.2153401294836804,-0.9571134633343932,0.7358055591777299,0.21584094379899316,-0.952932498274412,0.7370767660285096
5.980799999999999,0.2521138337506183,-0.959789564239768,0.7131658015049096,0.2523376431244068,-0.9764865958893048,0.7197746599349075
5.980899999999998,0.28091723009136754,-0.97167556054151,0.6926215414839838,0.2807824211847923,-0.9661307478542605,0.6757021062873065
5.980999999999998,0.3134306301278134,-0.9822957687674395,0.6632341137365952,0.3292099475304621,-0.9699461956913513,0.6628567296858401
5.981099999999998,0.33914512045392037,-0.9854723939302669,0.6432703707881646,0.3456858453741936,-0.9937558951777198,0.6471471111025456
5.981199999999998,0.36096262934264517,-0.9904828595302284,0.6199174933961373,0.3590361905254844,-0.9953680931599213,0.6263019643725756
5.981299999999997,0.4012460115996192,-0.9963459184083058,0.5913152797163854,0.40077491238467355,-0.9818234275125002,0.5953169929167436
5.981399999999997,0.4300519979245934,-0.9951254238921564,0.5641286220476902,0.43414332008620116,-0.9819076849976212,0.56915773797095
5.981499999999997,0.4574308936298155,-1.0002424894468274,0.5434762200501596,0.46781891026059336,-0.982837330368111,0.5538087930660522
5.981599999999997,0.4762998838236872,-0.9951442433324239,0.5120482155696803,0.5001702768058297,-1.0079627485422071,0.531590160466088
5.9816999999999965,0.5139962683855799,-1.0007301164554423,0.4857400930371662,0.5081684366410623,-0.9928306802152065,0.4965222241020738
5.981799999999996,0.5396799735873787,-0.9940452822139131,0.4621875640817378,0.5516249519843118,-1.0171139984233029,0.4712597693676849
5.981899999999996,0.5684889099685129,-0.9989252903166449,0.4423414445546507,0.5639730903271996,-1.0024018855589607,0.4321268834236685
5.981999999999996,0.5905971341667091,-0.9954564378537815,0.40727523794466414,0.5990849581758109,-1.0018736863562538,0.4136534629911899
5.9820999999999955,0.611187848950427,-0.9860653584106001,0.3818646121002463,0.6044011537438991,-0.9802431543461072,0.36168776422306487
5.982199999999995,0.6347533233435918,-0.9870251218336048,0.3488880576842803,0.6326679172660628,-0.9837365397247855,0.3484319772907518
5.982299999999995,0.6685657852020851,-0.9766659807182688,0.3181561697945814,0.66012196660037,-0.9884969658822333,0.33036364123446815
5.982399999999995,0.6852109201555094,-0.9730886235260715,0.2898872926731982,0.6947943873695573,-0.977458266442515,0.28831192776319203
5.982499999999995,0.7049028315509656,-0.9575988809311996,0.25453200778069995,0.7124268780123266,-0.9802010791319961,0.24026216419176152
5.982599999999994,0.7333919089836702,-0.954056992888406,0.22891733593559513,0.728749022607594,-0.9573797655509138,0.22124125856854499
5.982699999999994,0.7486435193700802,-0.943874865417692,0.194241288139661,0.7525989021994214,-0.951851342126131,0.19161843468965956
5.982799999999994,0.7738882038673501,-0.9377924787385249,0.16660173348504567,0.7829098720055362,-0.9131141135977938,0.17175142897048962
5.982899999999994,0.7870821038010785,-0.9271611577916815,0.13793604363436004,0.8076768434618626,-0.9390157810595925,0.1409382457545235
5.982999999999993,0.8050641386336502,-0.9083775003877135,0.10831020217287893,0.8049890128722841,-0.9120848712355825,0.1047230725307712
5.983099999999993,0.8258631935546383,-0.896789535838859,0.07586701803261943,0.8342748041639562,-0.8891186590407091,0.07747903819681429
5.983199999999993,0.8496992267934389,-0.8824567683074888,0.038743344210301636,0.8359197815573131,-0.8857897666066872,0.03521573309782049
5.983299999999993,0.859934911969065,-0.8606762506068768,0.018832969278895422,0.8637758626440735,-0.8627723692551423,0.005316547128846085
5.9833999999999925,0.8795314222318088,-0.8568698386963042,-0.01667470193292942,0.8852261451967351,-0.8629066478906232,-0.0014083006309042016
5.983499999999992,0.8923189865538892,-0.8358718154579419,-0.052855618147584486,0.8802690365720061,-0.8555137258837764,-0.0512786179027012
5.983599999999992,0.9091840092714042,-0.828269945321767,-0.07956201454546519,0.902594421347037,-0.8393980098757435,-0.08605076829124852
5.983699999999992,0.9163064069931229,-0.7996671107934508,-0.11126133777299103,0.9160961956182416,-0.7950502039343103,-0.12080161634988223
